state	Year	cost_per_pack	sales_per_capita	tax_dollar	tax_percent	tax_revenue	tax_state	index	price_cpi
New Jersey	1983	1.011	121.3	0.41	40.6	216604000.0	0.24		
New Jersey	1984	1.047	117.8	0.41	39.2	220420000.0	0.25		
New Jersey	1985	1.145	116.9	0.41	35.8	220409000.0	0.25		
New Jersey	1986	1.196	115.5	0.41	34.3	218338000.0	0.25		
New Jersey	1987	1.318	111.6	0.43	32.6	212502000.0	0.25		
New Jersey	1988	1.395	107.8	0.43	30.8	225407000.0	0.27		
New Jersey	1989	1.493	103.0	0.43	28.8	216937000.0	0.27		
New Jersey	1990	1.804	98.6	0.56	31.0	206978000.0	0.27		
New Jersey	1991	1.911	86.7	0.6	31.4	269551562.0	0.27		
New Jersey	1992	2.054	86.6	0.6	29.2	269134972.0	0.4		
New Jersey	1993	1.829	82.9	0.64	35.0	257517600.0	0.4		
New Jersey	1994	1.878	81.6	0.64	34.1	251644224.0	0.4		
New Jersey	1995	1.943	81.0	0.64	32.9	256147750.0	0.4		
New Jersey	1996	1.946	79.1	0.64	32.9	251487000.0	0.4		
New Jersey	1997	2.083	77.0	0.64	30.7	245962500.0	0.4		
New Jersey	1998	2.732	72.6	1.04	38.1	318899400.0	0.4		
New Jersey	1999	3.397	63.6	1.04	30.6	409427600.0	0.8		
New Jersey	2000	3.637	60.1	1.14	31.3	393178600.0	0.8		
New Jersey	2001	3.798	57.7	1.14	30.0	388675200.0	0.8		
New Jersey	2002	4.632	58.4	1.89	40.8	396183400.0	0.8		
New Jersey	2003	5.47	48.1	2.44	44.6	612090375.0	1.5		
New Jersey	2004	5.617	43.0	2.79	49.7	760798400.0	2.05		
New Jersey	2005	5.615	37.5	2.79	49.7	780657000.0	2.4		
New Jersey	2006	5.989	37.7	2.965	49.5	788651400.0	2.4		
New Jersey	2007	6.094	34.2	2.965	48.7	766473718.0	2.575		
New Jersey	2008	6.222	34.2	2.965	47.7	764747319.0	2.575		
New Jersey	2009	7.147	32.6	3.71	51.9	728052925.0	2.575		
New Jersey	2010	7.293	31.1	3.71	50.9	732240000.0	2.7		
New Jersey	2011	7.372	32.5	3.71	50.3	771157800.0	2.7		
New Jersey	2012	7.322	31.6	3.71	50.7	753264900.0	2.7		
New Jersey	2013	7.37	30.6	3.71	50.3	733079700.0	2.7		
New Jersey	2014	7.428	29.3	3.71	49.9	704600100.0	2.7		
New Jersey	2015	7.38	28.3	3.71	50.3	683842500.0	2.7	237.01700000000002	6.78786753692773
New Jersey	2016	7.51	28.1	3.71	49.4	679403700.0	2.7	240.00716666666665	6.821379639357992
New Jersey	2017	7.579	27.3	3.71	49.0	660069000.0	2.7	245.11958333333334	6.740473272399355
New Jersey	2018	7.666	25.8	3.71	48.4	628149600.0	2.7	251.10683333333336	6.655286826788863
New Jersey	2019	8.061	24.1	3.71	46.0	579978900.0	2.7	255.65741666666668	6.873643733524909
New Mexico	1970	0.417	90.0	0.2	48.0	10731000.0	0.12		
New Mexico	1971	0.421	92.6	0.2	47.5	11258000.0	0.12		
New Mexico	1972	0.418	99.3	0.2	47.8	12233000.0	0.12		
New Mexico	1973	0.437	98.9	0.2	45.8	12574000.0	0.12		
New Mexico	1974	0.463	100.3	0.2	43.2	13252000.0	0.12		
New Mexico	1975	0.495	103.1	0.2	40.4	13876000.0	0.12		
New Mexico	1976	0.516	102.4	0.2	38.8	14101000.0	0.12		
New Mexico	1977	0.56	102.4	0.2	35.7	14347000.0	0.12		
New Mexico	1978	0.576	103.1	0.2	34.7	14717000.0	0.12		
New Mexico	1979	0.626	101.0	0.2	32.0	14688000.0	0.12		
New Mexico	1980	0.63	102.7	0.2	31.7	15288000.0	0.12		
New Mexico	1981	0.694	103.0	0.2	28.8	16073000.0	0.12		
New Mexico	1982	0.796	97.5	0.2	25.1	15542000.0	0.12		
New Mexico	1983	0.902	96.3	0.28	31.0	15700000.0	0.12		
New Mexico	1984	0.955	88.9	0.28	28.7	15118000.0	0.12		
New Mexico	1985	1.012	88.0	0.28	27.7	15319000.0	0.12		
New Mexico	1986	1.102	88.2	0.31	28.1	15317000.0	0.12		
New Mexico	1987	1.137	82.3	0.31	27.2	18219078.0	0.15		
New Mexico	1988	1.272	77.7	0.31	24.4	17793231.0	0.15		
New Mexico	1989	1.336	74.4	0.31	23.2	17172461.0	0.15		
New Mexico	1990	1.469	70.8	0.31	21.1	16304007.0	0.15		
New Mexico	1991	1.654	69.9	0.35	21.2	16083848.0	0.15		
New Mexico	1992	1.722	71.4	0.35	20.3	16441366.0	0.15		
New Mexico	1993	1.584	69.0	0.45	28.4	15878331.0	0.15		
New Mexico	1994	1.635	68.2	0.45	27.5	22387048.0	0.15		
New Mexico	1995	1.708	67.0	0.45	26.3	22995749.0	0.21		
New Mexico	1996	1.76	65.7	0.45	25.6	23190321.0	0.21		
New Mexico	1997	1.838	61.8	0.45	24.5	22336717.0	0.21		
New Mexico	1998	2.018	62.6	0.45	22.3	22610771.0	0.21		
New Mexico	1999	2.798	59.7	0.45	16.1	21688579.0	0.21		
New Mexico	2000	2.916	53.8	0.55	18.9	21007059.0	0.21		
New Mexico	2001	3.203	53.7	0.55	17.2	20521817.0	0.21		
New Mexico	2002	3.345	52.2	0.6	17.9	20050649.0	0.21		
New Mexico	2003	3.787	53.5	1.3	34.3	20558788.0	0.21		
New Mexico	2004	3.883	35.4	1.3	33.5	60993796.0	0.91		
New Mexico	2005	3.81	35.5	1.3	34.1	61480221.0	0.91		
New Mexico	2006	3.823	35.4	1.3	34.0	62035734.0	0.91		
New Mexico	2007	4.057	34.6	1.3	32.0	61629067.0	0.91		
New Mexico	2008	4.197	34.0	1.3	31.0	61027102.0	0.91		
New Mexico	2009	5.102	32.7	1.92	37.6	58893015.0	0.91		
New Mexico	2010	5.925	30.3	2.67	45.1	55792327.0	0.91		
New Mexico	2011	6.06	27.3	2.67	44.1	93300922.0	1.66		
New Mexico	2012	6.173	26.7	2.67	43.3	92328577.0	1.66		
New Mexico	2013	6.168	26.4	2.67	43.3	91475753.0	1.66		
New Mexico	2014	6.337	24.6	2.67	42.1	85261335.0	1.66		
New Mexico	2015	6.432	25.8	2.67	41.5	89405940.0	1.66	237.01700000000002	5.915930080964656
New Mexico	2016	6.518	24.6	2.67	41.0	85115670.0	1.66	240.00716666666665	5.920339878739733
New Mexico	2017	6.53	24.0	2.67	40.9	83074493.0	1.66	245.11958333333334	5.807532717874099
New Mexico	2018	6.641	23.6	2.67	40.2	81709972.0	1.66	251.10683333333336	5.765426534921059
New Mexico	2019	7.171	22.6	3.01	42.0	78666356.0	1.66	255.65741666666668	6.114737527987486
New York	1970	0.417	119.0	0.2	48.0	261698000.0	0.12		
New York	1971	0.427	123.3	0.2	46.8	270069000.0	0.12		
New York	1972	0.458	119.9	0.23	50.2	293877000.0	0.15		
New York	1973	0.474	118.7	0.23	48.5	327192000.0	0.15		
New York	1974	0.515	121.6	0.23	44.7	333255000.0	0.15		
New York	1975	0.542	123.9	0.23	42.4	336549000.0	0.15		
New York	1976	0.538	124.6	0.23	42.8	338668000.0	0.15		
New York	1977	0.595	125.5	0.23	38.7	340307000.0	0.15		
New York	1978	0.611	126.4	0.23	37.6	339839000.0	0.15		
New York	1979	0.644	124.4	0.23	35.7	330650000.0	0.15		
New York	1980	0.659	127.6	0.23	34.9	337733000.0	0.15		
New York	1981	0.725	130.1	0.23	31.7	342554000.0	0.15		
New York	1982	0.831	128.5	0.23	27.7	339178000.0	0.15		
New York	1983	1.008	124.6	0.37	36.7	362161000.0	0.21		
New York	1984	1.062	119.3	0.37	34.8	446661000.0	0.21		
New York	1985	1.112	115.9	0.37	33.3	437593000.0	0.21		
New York	1986	1.17	114.0	0.37	31.6	427738000.0	0.21		
New York	1987	1.259	108.9	0.37	29.4	411610000.0	0.21		
New York	1988	1.367	106.2	0.37	27.1	403093000.0	0.21		
New York	1989	1.674	100.1	0.49	29.2	417597000.0	0.33		
New York	1990	1.804	93.7	0.55	30.5	562760969.0	0.33		
New York	1991	1.985	86.4	0.59	29.7	611041549.0	0.39		
New York	1992	2.038	82.4	0.59	28.9	582518658.0	0.39		
New York	1993	2.077	78.2	0.8	38.5	561867763.0	0.39		
New York	1994	2.121	71.6	0.8	37.7	729191177.0	0.56		
New York	1995	2.142	70.5	0.8	37.3	719824998.0	0.56		
New York	1996	2.225	65.9	0.8	36.0	674204524.0	0.56		
New York	1997	2.293	64.5	0.8	34.9	658497602.0	0.56		
New York	1998	2.536	64.9	0.8	31.5	662623540.0	0.56		
New York	1999	3.268	62.9	0.8	24.5	642200452.0	0.56		
New York	2000	3.985	57.8	1.45	36.4	738115241.0	1.11		
New York	2001	4.313	48.0	1.45	33.6	1014362644.0	1.11		
New York	2002	5.684	46.5	1.89	33.3	1066093134.0	1.5		
New York	2003	5.54	35.3	1.89	34.1	1015809692.0	1.5		
New York	2004	5.485	33.7	1.89	34.5	977115124.0	1.5		
New York	2005	5.457	32.4	1.89	34.6	939725433.0	1.5		
New York	2006	5.444	32.4	1.89	34.7	941501119.0	1.5		
New York	2007	5.472	32.3	1.89	34.5	936456574.0	1.5		
New York	2008	6.733	31.5	3.14	46.6	959566346.0	2.75		
New York	2009	7.613	24.8	3.76	49.4	1330335699.0	2.75		
New York	2010	9.653	24.1	5.36	55.5	1299942364.0	2.75		
New York	2011	9.849	18.3	5.36	54.4	1543947044.0	4.35		
New York	2012	9.967	18.0	5.36	53.8	1531170092.0	4.35		
New York	2013	10.03	16.6	5.36	53.4	1425269207.0	4.35		
New York	2014	10.066	15.4	5.36	53.2	1326507365.0	4.35		
New York	2015	10.155	14.6	5.36	52.8	1257371747.0	4.35	237.01700000000002	9.340216102642424
New York	2016	10.226	14.0	5.36	52.4	1208849771.0	4.35	240.00716666666665	9.288339306534597
New York	2017	10.376	13.3	5.36	51.7	1141061696.0	4.35	245.11958333333334	9.228018297191676
New York	2018	10.346	12.5	5.36	51.8	1079839812.0	4.35	251.10683333333336	8.981945931379803
New York	2019	10.533	11.7	5.36	50.9	995653069.0	4.35	255.65741666666668	8.981527036995145
North Carolina	1970	0.294	172.4	0.1	34.0	13459000.0	0.02		
North Carolina	1971	0.287	187.6	0.1	34.8	19098000.0	0.02		
North Carolina	1972	0.289	214.1	0.1	34.6	22040000.0	0.02		
North Carolina	1973	0.301	226.5	0.1	33.2	23623000.0	0.02		
North Carolina	1974	0.329	227.3	0.1	30.4	23973000.0	0.02		
North Carolina	1975	0.358	226.0	0.1	27.9	24238000.0	0.02		
North Carolina	1976	0.366	230.2	0.1	27.3	25092000.0	0.02		
North Carolina	1977	0.418	217.0	0.1	23.9	23730000.0	0.02		
North Carolina	1978	0.437	205.5	0.1	22.9	22708000.0	0.02		
North Carolina	1979	0.473	197.3	0.1	21.2	22004000.0	0.02		
North Carolina	1980	0.5	187.8	0.1	20.0	21060000.0	0.02		
North Carolina	1981	0.555	179.3	0.1	18.0	21069000.0	0.02		
North Carolina	1982	0.66	179.0	0.1	15.2	21308000.0	0.02		
North Carolina	1983	0.75	169.7	0.18	24.0	20429000.0	0.02		
North Carolina	1984	0.789	160.6	0.18	22.8	19661000.0	0.02		
North Carolina	1985	0.837	156.3	0.18	21.5	19426000.0	0.02		
North Carolina	1986	0.906	154.4	0.18	19.9	19313000.0	0.02		
North Carolina	1987	0.96	150.5	0.18	18.8	18972000.0	0.02		
North Carolina	1988	1.076	146.0	0.18	16.7	18974000.0	0.02		
North Carolina	1989	1.164	139.3	0.18	15.5	18328000.0	0.02		
North Carolina	1990	1.266	133.7	0.18	14.2	17856000.0	0.02		
North Carolina	1991	1.45	132.7	0.25	17.2	17760000.0	0.02		
North Carolina	1992	1.535	128.8	0.25	16.3	39908931.0	0.02		
North Carolina	1993	1.359	129.7	0.29	21.3	43394879.0	0.05		
North Carolina	1994	1.423	112.7	0.29	20.4	38183312.0	0.05		
North Carolina	1995	1.456	124.9	0.29	19.9	44172244.0	0.05		
North Carolina	1996	1.52	129.7	0.29	19.1	46226043.0	0.05		
North Carolina	1997	1.676	125.6	0.29	17.3	45844901.0	0.05		
North Carolina	1998	1.868	126.0	0.29	15.5	46123730.0	0.05		
North Carolina	1999	2.573	113.1	0.29	11.3	41991034.0	0.05		
North Carolina	2000	2.767	109.0	0.39	14.1	42378037.0	0.05		
North Carolina	2001	2.912	100.1	0.39	13.4	40309132.0	0.05		
North Carolina	2002	3.072	98.5	0.44	14.3	40328354.0	0.05		
North Carolina	2003	3.112	97.7	0.44	14.1	40313704.0	0.05		
North Carolina	2004	3.034	95.6	0.44	14.5	40192892.0	0.05		
North Carolina	2005	3.29	93.8	0.69	21.0	40052354.0	0.05		
North Carolina	2006	3.289	89.6	0.69	21.0	169270439.0	0.3		
North Carolina	2007	3.447	78.3	0.69	20.0	239667652.0	0.35		
North Carolina	2008	3.465	73.7	0.69	19.9	233795276.0	0.35		
North Carolina	2009	4.505	69.6	1.46	32.4	224747751.0	0.35		
North Carolina	2010	4.591	61.5	1.46	31.8	249604191.0	0.45		
North Carolina	2011	4.612	60.9	1.46	31.7	261362556.0	0.45		
North Carolina	2012	4.578	60.7	1.46	31.9	263600000.0	0.45		
North Carolina	2013	4.627	57.5	1.46	31.6	252227647.0	0.45		
North Carolina	2014	4.758	56.7	1.46	30.7	251193060.0	0.45		
North Carolina	2015	4.741	54.1	1.46	30.8	242185688.0	0.45	237.01700000000002	4.3606070450642775
North Carolina	2016	4.9	54.4	1.46	29.8	245725427.0	0.45	240.00716666666665	4.450700430473257
North Carolina	2017	4.975	54.5	1.46	29.3	249011980.0	0.45	245.11958333333334	4.424575079850481
North Carolina	2018	5.173	53.2	1.46	28.2	245944066.0	0.45	251.10683333333336	4.490972965689902
North Carolina	2019	5.363	51.6	1.46	27.2	241091949.0	0.45	255.65741666666668	4.573049416064271
North Dakota	1970	0.389	93.8	0.19	48.8	6261213.0	0.11		
North Dakota	1971	0.389	98.5	0.19	48.8	6695694.0	0.11		
North Dakota	1972	0.394	103.8	0.19	48.2	7139673.0	0.11		
North Dakota	1973	0.399	108.7	0.19	47.6	7599262.0	0.11		
North Dakota	1974	0.426	110.5	0.19	44.6	7779886.0	0.11		
North Dakota	1975	0.459	117.9	0.19	41.4	8260851.0	0.11		
North Dakota	1976	0.474	125.4	0.19	40.1	8760004.0	0.11		
North Dakota	1977	0.532	122.2	0.19	35.7	8641141.0	0.11		
North Dakota	1978	0.55	121.9	0.19	34.5	8756406.0	0.11		
North Dakota	1979	0.596	121.3	0.2	33.6	8705686.0	0.11		
North Dakota	1980	0.62	123.7	0.2	32.3	9686868.0	0.12		
North Dakota	1981	0.678	125.7	0.2	29.5	9847648.0	0.12		
North Dakota	1982	0.779	126.8	0.2	25.7	10008539.0	0.12		
North Dakota	1983	0.944	119.6	0.34	36.0	10593220.0	0.18		
North Dakota	1984	1.006	109.4	0.34	33.8	13531577.0	0.18		
North Dakota	1985	1.042	103.2	0.34	32.6	12858557.0	0.18		
North Dakota	1986	1.103	99.8	0.34	30.8	12309345.0	0.18		
North Dakota	1987	1.233	92.3	0.43	35.0	11627423.0	0.18		
North Dakota	1988	1.359	87.1	0.43	31.6	17049701.0	0.27		
North Dakota	1989	1.443	84.1	0.46	31.9	15624052.0	0.27		
North Dakota	1990	1.598	77.1	0.46	28.8	16111103.0	0.27		
North Dakota	1991	1.683	85.2	0.49	29.1	16259289.0	0.3		
North Dakota	1992	1.776	74.4	0.49	27.6	13509061.0	0.3		
North Dakota	1993	1.801	83.0	0.68	37.8	15301088.0	0.29		
North Dakota	1994	1.795	81.0	0.68	37.9	21799053.0	0.29		
North Dakota	1995	1.827	80.6	0.68	37.2	22544218.0	0.44		
North Dakota	1996	1.941	80.8	0.68	35.0	22692162.0	0.44		
North Dakota	1997	2.052	77.5	0.68	33.1	21960613.0	0.44		
North Dakota	1998	2.236	79.1	0.68	30.4	22408447.0	0.44		
North Dakota	1999	2.975	74.7	0.68	22.9	21059175.0	0.44		
North Dakota	2000	3.069	72.5	0.78	25.4	21132140.0	0.44		
North Dakota	2001	3.383	70.1	0.78	23.1	19799840.0	0.44		
North Dakota	2002	3.604	68.5	0.83	23.0	19117534.0	0.44		
North Dakota	2003	3.533	65.7	0.83	23.5	18345620.0	0.44		
North Dakota	2004	3.399	65.7	0.83	24.4	18450952.0	0.44		
North Dakota	2005	3.35	66.0	0.83	24.8	18464975.0	0.44		
North Dakota	2006	3.365	73.7	0.83	24.7	20638627.0	0.44		
North Dakota	2007	3.54	75.9	0.83	23.4	21228308.0	0.44		
North Dakota	2008	3.536	74.0	0.83	23.5	20870634.0	0.44		
North Dakota	2009	4.193	72.9	1.45	34.6	20583345.0	0.44		
North Dakota	2010	4.409	69.3	1.45	32.9	19736955.0	0.44		
North Dakota	2011	4.506	69.0	1.45	32.2	20433411.0	0.44		
North Dakota	2012	4.445	74.5	1.45	32.6	22420469.0	0.44		
North Dakota	2013	4.552	72.5	1.45	31.9	22359059.0	0.44		
North Dakota	2014	4.733	75.8	1.45	30.6	24123029.0	0.44		
North Dakota	2015	4.709	75.8	1.45	30.8	24665664.0	0.44	237.01700000000002	4.331174557099279
North Dakota	2016	4.806	70.2	1.45	30.2	23385135.0	0.44	240.00716666666665	4.365319646704995
North Dakota	2017	4.966	65.2	1.45	29.2	21731736.0	0.44	245.11958333333334	4.416570823424621
North Dakota	2018	5.235	62.8	1.45	27.7	20885069.0	0.44	251.10683333333336	4.544798661393125
North Dakota	2019	5.429	59.9	1.45	26.7	20034034.0	0.44	255.65741666666668	4.629327853778282
Ohio	1970	0.381	121.6	0.18	47.2	127544000.0	0.1		
Ohio	1971	0.384	124.6	0.18	46.9	133146000.0	0.1		
Ohio	1972	0.42	124.4	0.23	54.8	172266000.0	0.15		
Ohio	1973	0.429	120.5	0.23	53.6	194891000.0	0.15		
Ohio	1974	0.46	122.1	0.23	50.0	196578000.0	0.15		
Ohio	1975	0.485	122.5	0.23	47.4	197352000.0	0.15		
Ohio	1976	0.498	124.6	0.23	46.2	201135000.0	0.15		
Ohio	1977	0.539	127.3	0.23	42.7	204153000.0	0.15		
Ohio	1978	0.563	131.3	0.23	40.9	210701000.0	0.15		
Ohio	1979	0.587	130.9	0.23	39.2	211049000.0	0.15		
Ohio	1980	0.614	133.5	0.23	37.5	214864000.0	0.15		
Ohio	1981	0.683	132.8	0.23	33.7	215017000.0	0.15		
Ohio	1982	0.825	134.0	0.22	26.7	207814000.0	0.14		
Ohio	1983	0.892	130.0	0.3	33.6	196422000.0	0.14		
Ohio	1984	0.922	127.1	0.3	32.5	191666000.0	0.14		
Ohio	1985	0.981	126.7	0.3	30.6	191793000.0	0.14		
Ohio	1986	1.022	126.3	0.3	29.4	190198000.0	0.14		
Ohio	1987	1.084	124.6	0.34	31.5	188898000.0	0.14		
Ohio	1988	1.205	122.4	0.34	28.2	236811000.0	0.18		
Ohio	1989	1.354	118.6	0.34	25.1	232561000.0	0.18		
Ohio	1990	1.398	115.5	0.34	24.3	226507000.0	0.18		
Ohio	1991	1.596	113.2	0.38	23.8	221408000.0	0.18		
Ohio	1992	1.625	112.3	0.38	23.4	219655000.0	0.18		
Ohio	1993	1.512	108.9	0.48	31.7	247490667.0	0.18		
Ohio	1994	1.556	108.6	0.48	30.8	284468676.0	0.24		
Ohio	1995	1.597	111.7	0.48	30.1	294211398.0	0.24		
Ohio	1996	1.668	107.6	0.48	28.8	287334941.0	0.24		
Ohio	1997	1.729	108.6	0.48	27.8	288577567.0	0.24		
Ohio	1998	1.932	106.4	0.48	24.8	285282926.0	0.24		
Ohio	1999	2.654	104.0	0.48	18.1	279313463.0	0.24		
Ohio	2000	2.793	99.9	0.58	20.8	271259739.0	0.24		
Ohio	2001	3.102	100.0	0.58	18.7	272598343.0	0.24		
Ohio	2002	3.592	96.8	0.94	26.2	264300240.0	0.24		
Ohio	2003	3.588	90.2	0.94	26.2	548764842.0	0.55		
Ohio	2004	3.496	85.9	0.94	26.9	540376592.0	0.55		
Ohio	2005	4.097	89.0	1.64	40.0	564837977.0	0.55		
Ohio	2006	4.19	70.5	1.64	39.1	1010469344.0	1.25		
Ohio	2007	4.414	67.8	1.64	37.2	972740773.0	1.25		
Ohio	2008	4.477	64.7	1.64	36.6	927900797.0	1.25		
Ohio	2009	5.37	61.6	2.26	42.1	884138000.0	1.25		
Ohio	2010	5.505	59.3	2.26	41.1	855091219.0	1.25		
Ohio	2011	5.614	56.8	2.26	40.3	818437395.0	1.25		
Ohio	2012	5.525	55.7	2.26	40.9	804236250.0	1.25		
Ohio	2013	5.631	54.6	2.26	40.1	789832969.0	1.25		
Ohio	2014	5.673	53.3	2.26	39.8	771577453.0	1.25		
Ohio	2015	6.072	52.4	2.61	43.0	759166406.0	1.25	237.01700000000002	5.584814591358425
Ohio	2016	6.227	50.8	2.61	41.9	944424423.0	1.6	240.00716666666665	5.656022771542239
Ohio	2017	6.307	50.1	2.61	41.4	930666000.0	1.6	245.11958333333334	5.609205030877786
Ohio	2018	6.426	47.6	2.61	40.6	887432640.0	1.6	251.10683333333336	5.578772912724398
Ohio	2019	6.62	45.7	2.61	39.4	855373680.0	1.6	255.65741666666668	5.644897843435666
Oklahoma	1970	0.398	108.4	0.21	52.8	36185928.0	0.13		
Oklahoma	1971	0.398	115.4	0.21	52.8	38577881.0	0.13		
Oklahoma	1972	0.404	121.7	0.21	52.0	41295131.0	0.13		
Oklahoma	1973	0.41	124.1	0.21	51.2	42488076.0	0.13		
Oklahoma	1974	0.436	130.5	0.21	48.2	45178513.0	0.13		
Oklahoma	1975	0.464	132.9	0.21	45.3	46797075.0	0.13		
Oklahoma	1976	0.479	138.6	0.21	43.8	48870860.0	0.13		
Oklahoma	1977	0.531	140.4	0.21	39.5	50502883.0	0.13		
Oklahoma	1978	0.555	143.6	0.21	37.8	52475244.0	0.13		
Oklahoma	1979	0.629	141.6	0.26	41.3	53000386.0	0.13		
Oklahoma	1980	0.658	141.6	0.26	39.5	73476900.0	0.18		
Oklahoma	1981	0.717	143.7	0.26	36.3	78231671.0	0.18		
Oklahoma	1982	0.839	147.0	0.26	31.0	82012528.0	0.18		
Oklahoma	1983	0.933	140.0	0.34	36.4	80059844.0	0.18		
Oklahoma	1984	0.951	128.1	0.34	35.8	77128269.0	0.18		
Oklahoma	1985	1.046	124.2	0.34	32.5	74875926.0	0.18		
Oklahoma	1986	1.144	119.9	0.34	29.7	71022806.0	0.18		
Oklahoma	1987	1.226	113.1	0.39	31.7	69661713.0	0.23		
Oklahoma	1988	1.334	103.6	0.39	29.2	79679720.0	0.23		
Oklahoma	1989	1.461	97.5	0.39	26.7	74548378.0	0.23		
Oklahoma	1990	1.491	88.4	0.39	26.2	67464411.0	0.23		
Oklahoma	1991	1.706	87.8	0.43	25.2	63468915.0	0.23		
Oklahoma	1992	1.824	86.3	0.43	23.6	62351049.0	0.23		
Oklahoma	1993	1.634	86.2	0.47	28.8	62438584.0	0.23		
Oklahoma	1994	1.611	104.8	0.47	29.2	65233478.0	0.23		
Oklahoma	1995	1.627	109.5	0.47	28.9	66745446.0	0.23		
Oklahoma	1996	1.72	110.8	0.47	27.3	66891015.0	0.23		
Oklahoma	1997	1.836	111.8	0.47	25.6	67824069.0	0.23		
Oklahoma	1998	2.034	112.2	0.47	23.1	67715345.0	0.23		
Oklahoma	1999	2.726	111.4	0.47	17.2	66796658.0	0.23		
Oklahoma	2000	2.904	108.9	0.57	19.6	63926361.0	0.23		
Oklahoma	2001	3.138	108.1	0.57	18.2	63695786.0	0.23		
Oklahoma	2002	3.211	102.0	0.62	19.3	59280703.0	0.23		
Oklahoma	2003	3.225	103.0	0.62	19.2	58909612.0	0.23		
Oklahoma	2004	3.222	101.6	0.62	19.2	58779705.0	0.23		
Oklahoma	2005	4.004	98.2	1.42	35.5	126709675.0	1.03		
Oklahoma	2006	4.038	87.2	1.42	35.2	197713135.0	1.03		
Oklahoma	2007	4.1	85.8	1.42	34.6	205249740.0	1.03		
Oklahoma	2008	4.184	86.7	1.42	33.9	225326586.0	1.03		
Oklahoma	2009	5.209	79.0	2.04	39.2	241081728.0	1.03		
Oklahoma	2010	5.337	71.2	2.04	38.2	235251213.0	1.03		
Oklahoma	2011	5.551	71.0	2.04	36.8	239314439.0	1.03		
Oklahoma	2012	5.4	71.3	2.04	37.8	245663922.0	1.03		
Oklahoma	2013	5.533	67.2	2.04	36.9	230708318.0	1.03		
Oklahoma	2014	5.497	64.3	2.04	37.1	238739051.0	1.03		
Oklahoma	2015	5.708	62.6	2.04	35.7	249357505.0	1.03	237.01700000000002	5.25002004075657
Oklahoma	2016	5.837	61.2	2.04	34.9	246458891.0	1.03	240.00716666666665	5.30178334952498
Oklahoma	2017	5.93	60.5	2.04	34.4	244622480.0	1.03	245.11958333333334	5.273915622816753
Oklahoma	2018	7.139	58.1	3.04	42.6	235127629.0	1.03	251.10683333333336	6.197768413311465
Oklahoma	2019	7.366	42.8	3.04	41.3	342481889.0	2.03	255.65741666666668	6.281014730324337
Oregon	1970	0.29	157.0	0.12	41.4	12760000.0	0.04		
Oregon	1971	0.305	157.9	0.12	39.3	13280000.0	0.04		
Oregon	1972	0.351	160.4	0.17	48.4	19540000.0	0.09		
Oregon	1973	0.366	155.3	0.17	46.5	30495000.0	0.09		
Oregon	1974	0.394	155.8	0.17	43.2	31199000.0	0.09		
Oregon	1975	0.424	154.4	0.17	40.1	31489000.0	0.09		
Oregon	1976	0.444	156.5	0.17	38.3	32219000.0	0.09		
Oregon	1977	0.507	155.6	0.17	33.5	32606000.0	0.09		
Oregon	1978	0.519	156.3	0.17	32.8	33423000.0	0.09		
Oregon	1979	0.54	150.7	0.17	31.5	33151000.0	0.09		
Oregon	1980	0.569	146.5	0.17	29.9	33324000.0	0.09		
Oregon	1981	0.624	143.1	0.17	27.2	33907000.0	0.09		
Oregon	1982	0.82	135.3	0.27	32.9	46988000.0	0.19		
Oregon	1983	0.965	124.6	0.35	36.3	62693000.0	0.19		
Oregon	1984	0.975	118.0	0.35	35.9	49240000.0	0.19		
Oregon	1985	1.047	118.6	0.43	41.1	60663000.0	0.19		
Oregon	1986	1.171	112.0	0.43	36.7	75011574.0	0.27		
Oregon	1987	1.308	108.9	0.43	32.8	79656885.0	0.27		
Oregon	1988	1.45	108.2	0.43	29.7	80000326.0	0.27		
Oregon	1989	1.569	106.6	0.44	28.0	79269435.0	0.27		
Oregon	1990	1.601	102.5	0.44	27.5	78590210.0	0.27		
Oregon	1991	1.772	100.1	0.48	27.1	80242820.0	0.28		
Oregon	1992	1.919	101.6	0.48	25.0	81759720.0	0.28		
Oregon	1993	1.784	98.7	0.58	32.5	80241000.0	0.28		
Oregon	1994	1.896	96.6	0.62	32.7	95850185.0	0.28		
Oregon	1995	1.908	94.6	0.62	32.5	111256020.0	0.38		
Oregon	1996	1.976	94.3	0.62	31.4	104373950.0	0.38		
Oregon	1997	2.341	89.5	0.92	39.3	140419675.0	0.38		
Oregon	1998	2.583	84.2	0.92	35.6	183890506.0	0.68		
Oregon	1999	3.242	79.9	0.92	28.4	176065137.0	0.68		
Oregon	2000	3.456	72.0	1.02	29.5	166358500.0	0.68		
Oregon	2001	3.623	68.6	1.02	28.2	159576430.0	0.68		
Oregon	2002	4.045	66.6	1.67	41.3	157306730.0	0.68		
Oregon	2003	4.239	60.9	1.67	39.4	224181658.0	1.28		
Oregon	2004	4.142	55.2	1.57	37.9	242470062.0	1.18		
Oregon	2005	4.228	53.2	1.57	37.1	225592217.0	1.18		
Oregon	2006	4.21	54.7	1.57	37.3	234066952.0	1.18		
Oregon	2007	4.288	55.5	1.57	36.6	242178361.0	1.18		
Oregon	2008	4.29	50.4	1.57	36.6	222958892.0	1.18		
Oregon	2009	5.099	48.4	2.19	42.9	216407000.0	1.18		
